Plant,SaleMan,Customer,Item,Description,ค่าเผื่อ,Back Order,Safety,สต็อก,มีพีโอ,เกินพีโอ,ผลิตล่าสุด,ขายล่าสุด,อายุ,Reason (ที่มา),Action (วิธีการ),Remarks,Commit Date,Planning Remarks
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58086-110-00-0241-1,ข้าวเหลืองอ่อน 40 กก ตราแตงโมส้ม 12-25,#DIV/0!,"5,000",,"5,070","5,000",70,18/02/2026,,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58086-110-00-0250-1,ข้าวหอมเทียน ตราของขวัญ 40 กก.,#DIV/0!,,,192,0,192,31/01/2026,31/01/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58094-110-00-0073-1,CC ข้าวหอมมะลิใบเตย 45 กก.ตราแตงโม_01-23,#DIV/0!,,,425,0,425,28/05/2024,28/05/2024,เกินปี,"20. ส่งเข้าคลังไม่จบในรอบเดียว, งานเศษส่งมาหลังจากขาย",4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,, ขายได้ รอส่งตามดิวในระบบ
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58096-110-10-0215-1,MOMO DOG รสตับ 20 kg,#DIV/0!,"4,400",,"4,400","4,400",0,30/09/2025,02/09/2025,5-6 เดือน,,,,,-
P3/1 ผ่า,จตุระ,บจ. บุญช่วยค้าข้าว1999,G91-05-4XG-58096-110-10-0217-1,MOMO CAT แซลมอน 20 kg,#DIV/0!,"7,488",,"7,488","7,488",0,07/10/2025,02/09/2025,5-6 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,,-
P3/1 ผ่า,เขตรัฐ,บจ.นูทริกซ์ (มหาชน),G91-05-526-41074-110-00-0183-1,PK14-4-TAK-002TWINKLESTARCAT7KGCHIC&TUNA,+5/-0 ติดTAG แทนการเขียนเบล,,,650,0,650,24/08/2025,01/09/2025,7-8 เดือน,15. ผลิตเกิน order ที่มี % ค่าเผื่อ ,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติดตามขอ PO ลค.เพิ่ม,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-41066-E15-40-0104-1,TC102_Tony s Cat 7 Kg. รสปลาทู,-1,,,"1,264",0,"1,264",14/01/2026,20/01/2026,1 เดือน,,,,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-46072-E15-40-0074-1,FT54_BOK DOK 26% 8Kg.รสนมเนย,-1,"5,000",,"6,759","5,000","1,759",10/02/2026,13/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-46072-E15-40-0097-1,TD101_Tony s Dog 8 Kg. รสเนื้อ,-1,,,643,0,643,19/12/2025,19/12/2025,2-4 เดือน,,,,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-46072-E15-40-0099-1,TD102_Tony s Dog 8 Kg. รสตับ,-1,,,492,0,492,18/12/2025,19/12/2025,2-4 เดือน,,,,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0006-1,FT10_BOKDOK ADULT FOOD18%10kg.เนื้อ ตับ,-1,"2,500",,"3,470","2,500",970,16/09/2025,06/02/2026,5-6 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,, งานผลิตเกินค่าเผื่อ
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0023-1,FT28_BOKDOK PUPPY 26% 10kg.นมเนื้อไข่ผัก,-1,"2,000",,"3,120","2,000","1,120",13/07/2025,29/01/2026,7-8 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,, งานผลิตเกินขายได้หมดส่งตามดิว
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0027-1,FT76_CattyCat SmileM 26%10kgปลาทู ซีฟู๊ด,-1,"6,640",,"6,136","6,136",0,20/02/2026,06/01/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0028-1,FT45_BOK DOK ECO MINI PROTIEN18% 10kg.,-1,"10,500",,"10,388","10,388",0,14/02/2026,06/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0029-1,FT56_CattyCat Smile X Protein26% 10 kg.,-1,"9,000",,"10,270","9,000","1,270",09/10/2025,06/01/2026,5-6 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,, งานผลิตเกินค่าเผื่อขายได้หมด รอส่ง PO สุดท้าย
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0034-1,FT93_Catty Cat Protein26% 10 kg รสปลาทู,-1,"5,000",,"5,287","5,000",287,20/02/2026,16/02/2026,ไม่เกิน 30 วัน,,,,, งานผลิตเกินค่าเผื่อขายได้หมด รอส่ง PO สุดท้าย
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0035-1,FT91_BOKDOK ECO X 18% 10kg. รสเนื้อ ไก่,-1,"5,300",,"6,065","5,300",765,15/10/2025,29/01/2026,5-6 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,, งานผลิตเกินค่าเผื่อ ขายเกินได้หมดส่งตามดิวในระบบ
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0036-1,FT16_CattyCatSmile Salmon Protein26 10kg,-1,"9,509",,"8,746","8,746",0,20/02/2026,19/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,, งานผลิตเกินค่าเผื่อขายได้หมด รอส่ง PO สุดท้าย
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0037-1,FT69_Catty Cat Protein26% 10kg ปลาทะเล,-1,"5,000",,"7,880","5,000","2,880",30/01/2026,06/02/2026,ไม่เกิน 30 วัน,,,,, งานผลิตเกินค่าเผื่อขายได้หมด รอส่ง PO สุดท้าย
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0039-1,FT43_CATTYCAT PROTEIN26% 10kg รสปลาทูน่า,-1,"11,087",,"3,001","3,001",0,30/08/2025,29/01/2026,5-6 เดือน,29.งานผลิตอยู่ในค่าเผื่อ รอแผนลูกค้าเรียกเข้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0053-1,Raptor Cat รสปลาทู 10 กก. 06-24,-1,"5,000",,"4,989","4,989",0,07/02/2026,31/01/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0072-1,RD12_Raptor Dog 10 Kg. รสแกะและข้าว,-1,"8,000",,"7,497","7,497",0,24/08/2025,14/11/2025,7-8 เดือน,,,,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0085-1,FT34_BOKDOK 3Mix 26%10kg เนื้อตับผัก,-1,"5,000",,"4,954","4,954",0,14/02/2026,19/02/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-48074-E15-40-0088-1,FT19_BOKDOK 3MIX 10kg(Brand of the year),-1,"6,900",,"6,899","6,899",0,06/02/2026,06/02/2026,ไม่เกิน 30 วัน,,,,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-51088-E15-40-0004-1,FT04_BOKDOK PUPPY FOOD 26% 15kg.นมเนย,-1,"10,000",,"9,946","9,946",0,16/09/2025,29/01/2026,5-6 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,ผลักดันขายตามดิวส่งมอบ,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-51088-E15-40-0024-1,FT07_BOKDOK ADULT FOOD 23%15kg.เนื้อ ตับ,-1,"2,000",,"4,227","2,000","2,227",24/10/2025,06/02/2026,2-4 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,, งานผลิตเกินค่าเผื่อ เจ้านี้ ขายเกินได้หมด แจ้งส่งตามดิว
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-51088-E15-40-0041-1,FT15_BOKDOKADULTFOOD18% 15kg.เนื้อไก่ตับ,-1,"3,000",,"3,087","3,000",87,12/01/2026,09/01/2026,1 เดือน,,,,, งานผลิตเกินค่าเผื่อ ขายเกินได้หมดส่งตามดิวในระบบ
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-51088-E15-40-0047-1,FT05_BOKDOK ADULTFOOD18% 15kgเนื้อและไก่,-1,"8,500",,"8,753","8,500",253,18/09/2025,16/10/2025,5-6 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-51099-E15-40-0001-1,FT02_CATTYCATSMILE SALMON FLAVOUR 20kg,-1,"5,000",,"5,048","5,000",48,18/02/2026,10/01/2026,ไม่เกิน 30 วัน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,4. ขอพีโอลูกค้าเพิ่ม เพื่อเคลียร์สต๊อคคงค้าง,แจ้งฝ่ายขายติตดามลูกค้า,,-
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-51099-E15-40-0007-1,FT20_BOKDOK ADULT FOOD18%20kgเนื้อตับผัก,-1,"7,000",,"7,050","7,000",50,15/08/2025,06/01/2026,7-8 เดือน,29.งานผลิตอยู่ในค่าเผื่อ รอแผนลูกค้าเรียกเข้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,, งานผลิตเกินค่าเผื่อขายได้หมด รอส่ง PO สุดท้าย
P3/1 ผ่า,ณัฐนันท์,บจ. บลูฟาโล่  เพ็ทแคร์,G91-05-5DR-51099-E15-40-0030-1,FT90_BOKDOK ECO X 18% 20kg. รสเนื้อ ไก่,-1,"5,016",,"5,175","5,016",159,05/10/2025,06/01/2026,5-6 เดือน,4. มีพีโอ และทำสต๊อคไว้ให้ลูกค้า,1. มีพีโอผลักดันส่งมอบลูกค้า,แจ้งฝ่ายขายขอเคลียร์ส่งหมดสต๊อกตามดิวในระบบ,,-
